Animal,Date,Weeks Post Infection,Weeks Post Transplant,WBC (Thou/ul),RBC (mil/ul),HGB    (G/dl),HCT        (%),MCV        (fl),MCH       (pg),MCHC (g/dL),PLT (Thou/ul),RDW (%),MPV (fl),Neut (%),Lymph (%),Mono (%),Eos (%),Baso (%),Neut (Thou/ul),Lymph (Thou/ul),Mono (Thou/ul),Eos (Thou/ul),Baso (Thou/ul),CD2+      (%),CD4+ / CD8- (%),CD8+ / CD4- (%),CD4+ / CD8+ (%),CD20+    (%),CD3+      (%),CD4+ / CD3+ (%),CD8+ / CD3+ (%),CD8+ / CD3- (%),CD4+ / CCR5-        (%),CD4+ / CCR5+     (%),CD4- / CCR5+     (%),Total CCR5+     (%),CD2+ (Cells/ul),CD4+ / CD8- (Cells/ul),CD8+ / CD4- (Cells/ul),CD4+ / CD8+ (Cells/ul),CD20+ (Cells/ul),CD3+ (Cells/ul),CD4+ / CD3+ (Cells/ul),CD8+ / CD3+ (Cells/ul),CD8+ / CD3- (Cells/ul),CD4+ / CCR5-        (Cells/ul),CD4+ / CCR5+     (Cells/ul),CD4- / CCR5+      (Cells/ul),Total CCR5+       (Cells/ul)
Z08214,01/10/13,3.86,-52.00,4.9,6.33,11.7,37.3,59,18.5,31.5,763,14.6,6.9,41.7,41.3,14.1,1.8,1.1,2.0,2.0,0.7,0.1,0.1,89.9,36.7,51.3,1.9,8.7,66.7,37.9,26.7,25.9,-,-,-,-,1819,743,1038,38,176,1350,767,540,524,-,-,-,-
Z08214,01/18/13,4.99,-50.87,4.1,6.43,11.9,38.7,60,18.5,30.8,481,13.7,6.9,27.6,62.7,6.8,2.2,0.7,1.1,2.6,0.3,0.1,0.0,89.8,37.3,47.9,1.2,10.3,71.4,38.5,30.6,17.6,-,-,-,-,2308,959,1231,31,265,1835,990,787,452,-,-,-,-
Z08214,01/25/13,6.00,-49.87,2.8,6.47,12.2,38.9,60,18.8,31.3,605,12.9,6.8,26.0,61.6,11.0,0.8,0.6,0.7,1.7,0.3,0.0,0.0,89.1,47.2,36.6,1.2,10.6,80.0,48.3,29.5,8.7,-,-,-,-,1537,814,631,21,183,1380,833,509,150,-,-,-,-
Z08214,02/01/13,7.01,-48.85,4.7,6.29,11.9,38.0,60,19.0,31.4,564,12.4,7.6,37.2,52.1,8.6,0.7,1.4,1.7,2.4,0.4,0.0,0.1,87.0,43.1,40.3,1.7,11.0,76.7,44.7,29.8,12.2,-,-,-,-,2130,1055,987,42,269,1878,1095,730,299,-,-,-,-
Z08214,02/08/13,8.01,-47.85,5.8,6.73,12.6,41.0,61,18.7,30.6,652,12.9,7.2,46.2,44.3,5.5,3.2,0.8,2.7,2.6,0.3,0.2,0.0,87.0,44.1,40.1,1.2,11.0,75.4,45.3,28.8,12.5,-,-,-,-,2235,1133,1030,31,283,1937,1164,740,321,-,-,-,-
Z08214,02/15/13,8.99,-46.87,7.5,6.43,12.1,39.2,61,18.8,30.8,433,13.4,8.6,42.9,42.0,5.6,8.6,0.9,3.2,3.2,0.4,0.6,0.1,87.1,41.8,40.4,0.9,12.7,75.6,42.8,29.8,11.5,-,-,-,-,2744,1317,1273,28,400,2381,1348,939,362,-,-,-,-
Z08214,02/22/13,10.01,-45.85,5.8,6.42,12.2,38.9,61,19.0,31.3,555,12.6,7.7,48.8,40.9,6.0,3.2,1.1,2.8,2.4,0.3,0.2,0.1,85.4,39.5,41.6,0.9,11.4,67.8,40.3,23.6,18.9,-,-,-,-,2026,937,987,21,270,1608,956,560,448,-,-,-,-
Z08214,02/28/13,10.85,-45.01,6.3,6.39,12.0,38.3,60,18.8,31.3,613,12.5,7.8,36.0,49.9,9.4,3.9,0.8,2.3,3.1,0.6,0.2,0.1,86.7,39.7,42.6,0.8,13.0,71.0,40.5,27.9,15.5,-,-,-,-,2726,1248,1339,25,409,2232,1273,877,487,-,-,-,-
Z08214,03/08/13,12.00,-43.86,5.0,6.36,11.7,37.8,59,18.4,31.0,583,12.5,7.8,41.7,50.3,6.1,1.2,0.7,2.1,2.5,0.3,0.1,0.0,87.2,42.0,40.6,0.6,12.7,70.4,42.6,24.8,16.4,-,-,-,-,2193,1056,1021,15,319,1771,1071,624,412,-,-,-,-
Z08214,03/15/13,12.99,-42.87,6.3,6.33,11.7,37.8,60,18.5,31.1,651,12.5,7.3,40.0,51.1,7.1,1.1,0.7,2.5,3.2,0.4,0.1,0.0,87.3,43.3,39.5,0.7,12.7,73.4,43.8,26.9,13.3,-,-,-,-,2810,1394,1272,23,409,2363,1410,866,428,-,-,-,-
Z08214,03/22/13,13.99,-41.87,6.6,6.42,12.0,38.6,60,18.6,31.0,583,12.9,7.4,35.9,54.3,7.5,1.6,0.7,2.4,3.6,0.5,0.1,0.0,85.4,42.3,38.7,0.7,14.5,73.5,43.0,27.9,11.6,-,-,-,-,3061,1516,1387,25,520,2634,1541,1000,416,-,-,-,-
Z08214,03/29/13,14.99,-40.87,5.5,6.40,12.1,38.0,59,18.9,31.7,508,12.9,7.0,33.3,53.2,7.0,5.7,0.8,1.8,2.9,0.4,0.3,0.0,85.8,41.8,38.8,0.8,14.0,71.2,42.6,25.7,13.9,-,-,-,-,2511,1223,1135,23,410,2083,1246,752,407,-,-,-,-
Z08214,04/12/13,17.02,-38.85,7.0,6.60,12.4,39.6,60,18.7,31.2,517,12.6,7.7,43.9,41.1,9.6,4.8,0.6,3.1,2.9,0.7,0.3,0.0,82.1,41.2,37.2,1.0,17.2,71.4,42.1,25.9,12.4,-,-,-,-,2362,1185,1070,29,495,2054,1211,745,357,-,-,-,-
Z08214,04/26/13,19.00,-36.87,5.8,6.65,12.5,40.1,60,18.9,31.3,548,13.1,6.9,39.7,45.8,8.5,5.3,0.7,2.3,2.7,0.5,0.3,0.0,83.4,40.3,38.8,0.7,16.4,65.0,40.7,21.6,17.8,-,-,-,-,2215,1071,1031,19,436,1727,1081,574,473,-,-,-,-
Z08214,05/10/13,21.01,-34.85,7.7,6.50,12.2,39.3,61,18.7,31.0,517,13.5,7.7,54.3,35.9,8.3,0.9,0.6,4.2,2.8,0.6,0.1,0.0,85.5,40.7,39.9,0.9,12.1,64.9,41.5,20.6,20.2,-,-,-,-,2363,1125,1103,25,334,1794,1147,569,558,-,-,-,-
Z08214,05/24/13,23.01,-32.85,8.2,6.49,12.2,39.3,61,18.9,31.1,529,13.4,6.8,50.9,38.1,8.6,1.6,0.8,4.2,3.1,0.7,0.1,0.1,83.7,39.5,41.7,0.9,13.6,65.5,40.3,22.9,19.7,-,-,-,-,2615,1234,1303,28,425,2046,1259,715,615,-,-,-,-
Z08214,06/07/13,25.00,-30.87,13.7,6.30,11.9,38.5,61,18.9,30.9,650,13.1,7.3,66.8,17.7,13.3,1.4,0.8,9.2,2.4,1.8,0.2,0.1,79.8,44.4,33.0,1.1,16.8,70.6,45.2,22.8,11.4,40.3,5.2,10.8,16.0,1935,1077,800,27,407,1712,1096,553,276,977,126,262,388
Z08214,06/14/13,26.01,-29.86,7.4,6.07,11.4,36.4,60,18.8,31.3,612,12.5,7.2,40.6,47.9,9.1,1.8,0.6,3.0,3.5,0.7,0.1,0.0,80.4,44.6,34.5,0.7,18.8,69.5,45.2,21.9,13.3,43.3,2.0,7.1,9.1,2850,1581,1223,25,666,2463,1602,776,471,1535,71,252,323
Z08214,06/20/13,26.86,-29.00,6.5,5.92,11.3,35.9,61,19.1,31.5,638,12.8,6.9,37.0,51.8,9.2,1.2,0.8,2.4,3.4,0.6,0.1,0.1,80.2,48.5,30.6,0.9,17.7,73.3,49.2,22.0,9.5,47.0,2.3,6.9,9.2,2700,1633,1030,30,596,2468,1657,741,320,1582,77,232,310
Z08214,07/05/13,29.00,-26.86,7.9,6.42,12.3,39.3,61,19.1,31.3,580,12.9,7.2,49.7,41.4,6.0,2.3,0.6,3.9,3.3,0.5,0.2,0.0,81.9,41.5,38.2,1.1,15.1,62.9,42.0,18.7,20.7,38.2,4.4,8.0,12.4,2679,1357,1249,36,494,2057,1374,612,677,1249,144,262,406
Z08214,07/12/13,30.00,-25.86,7.3,6.36,12.3,39.0,61,19.4,31.6,516,12.9,7.6,47.7,41.4,6.8,3.5,0.6,3.5,3.0,0.5,0.3,0.0,83.4,41.6,39.3,0.5,14.9,64.4,41.9,20.2,19.6,39.4,2.7,7.0,9.7,2521,1257,1188,15,450,1946,1266,610,592,1191,82,212,293
Z08214,07/19/13,31.00,-24.86,7.3,6.23,12.4,39.1,63,19.8,31.6,459,12.5,7.8,44.5,46.1,6.6,2.1,0.7,3.2,3.4,0.5,0.2,0.1,86.3,43.2,41.5,0.7,11.9,65.7,43.8,19.6,22.6,41.6,2.3,5.9,8.2,2904,1454,1397,24,400,2211,1474,660,761,1400,77,199,276
Z08214,07/26/13,32.01,-23.85,6.3,6.31,12.6,39.4,62,19.9,31.9,513,12.7,7.8,45.8,45.2,6.8,1.7,0.5,2.9,2.8,0.4,0.1,0.0,87.1,42.7,41.1,0.5,12.9,64.0,43.1,18.6,23.0,40.7,2.6,6.8,9.4,2480,1216,1170,14,367,1822,1227,530,655,1159,74,194,268
Z08214,08/02/13,33.01,-22.85,6.8,6.24,12.6,39.4,63,20.1,31.9,600,12.9,7.2,44.7,45.2,7.6,1.5,1.0,3.0,3.1,0.5,0.1,0.1,85.5,43.0,40.6,0.8,13.7,66.0,43.8,20.8,20.6,41.4,2.4,6.8,9.2,2628,1322,1248,25,421,2029,1346,639,633,1272,74,209,283
Z08214,08/09/13,34.02,-21.85,8.6,6.17,12.4,39.4,64,20.0,31.3,603,12.6,7.3,44.8,42.8,8.3,3.3,0.8,3.9,3.7,0.7,0.3,0.1,86.4,45.0,39.8,0.8,12.4,69.2,45.7,21.4,19.2,42.8,2.9,9.4,12.3,3180,1656,1465,29,456,2547,1682,788,707,1575,107,346,453
Z08214,08/16/13,35.02,-20.84,7.8,6.28,12.6,40.1,64,20.1,31.5,602,12.6,7.2,38.4,43.8,9.1,8.0,0.7,3.0,3.4,0.7,0.6,0.1,86.9,43.2,41.3,1.0,11.4,66.1,44.1,20.1,22.2,41.7,2.5,9.2,11.8,2969,1476,1411,34,389,2258,1507,687,758,1425,85,314,403
Z08214,08/23/13,36.00,-19.86,9.0,6.30,12.6,40.1,64,20.0,31.5,565,12.2,7.3,34.6,48.0,8.8,7.9,0.7,3.1,4.3,0.8,0.7,0.1,86.5,43.4,40.9,0.7,13.0,68.4,44.2,21.7,19.9,41.8,2.4,9.4,11.8,3737,1875,1767,30,562,2955,1909,937,860,1806,104,406,510
Z08214,08/30/13,37.00,-18.86,7.9,6.36,12.6,40.4,64,19.9,31.3,438,13.2,7.6,41.0,45.7,6.0,5.6,1.7,3.2,3.6,0.5,0.4,0.1,86.6,43.6,39.8,0.6,13.3,65.1,43.5,19.7,20.7,42.1,1.8,5.4,7.2,3127,1574,1437,22,480,2350,1570,711,747,1520,65,195,260
Z08214,09/06/13,38.01,-17.85,7.3,6.19,12.5,39.4,64,20.1,31.6,615,12.3,7.3,41.0,48.3,6.5,3.6,0.6,3.0,3.5,0.5,0.3,0.0,86.1,43.1,42.7,1.0,12.0,67.7,44.1,21.8,22.0,41.5,2.6,8.4,11.1,3036,1520,1506,35,423,2387,1555,769,776,1463,92,296,391
Z08214,09/13/13,39.00,-16.86,10.5,6.24,12.6,39.8,64,20.2,31.7,601,12.3,7.2,59.0,30.1,8.4,1.8,0.7,6.2,3.2,0.9,0.2,0.1,85.7,42.0,40.6,0.5,14.1,61.0,42.4,16.9,24.2,40.2,2.3,6.6,8.9,2709,1327,1283,16,446,1928,1340,534,765,1271,73,209,281
Z08214,09/20/13,40.01,-15.86,9.2,6.12,12.4,39.1,64,20.2,31.6,632,12.0,7.3,32.4,55.7,8.9,2.2,0.8,3.0,5.1,0.8,0.2,0.1,86.9,44.7,38.3,1.2,13.0,69.7,46.4,22.6,17.0,41.3,4.6,10.2,14.9,4453,2291,1963,61,666,3572,2378,1158,871,2116,236,523,764
Z08214,09/27/13,41.00,-14.86,8.0,6.09,12.4,38.8,64,20.4,32.0,558,12.3,7.4,43.4,47.9,7.3,0.8,0.6,3.5,3.8,0.6,0.1,0.0,88.4,43.2,42.2,0.6,11.6,64.7,43.8,19.3,23.5,41.3,2.5,7.4,9.9,3387,1655,1617,23,445,2479,1678,740,901,1583,96,284,379
Z08214,10/04/13,42.00,-13.87,8.1,6.26,12.5,40.2,64,20.0,31.1,598,12.2,7.0,50.7,40.5,7.1,1.1,0.6,4.1,3.3,0.6,0.1,0.0,90.3,44.1,42.4,0.5,9.5,63.7,44.6,16.8,25.6,42.1,2.8,6.5,9.2,2962,1447,1391,16,312,2090,1463,551,840,1381,92,213,302
Z08214,10/11/13,43.00,-12.86,8.7,6.16,12.4,39.5,64,20.2,31.5,575,12.1,7.2,48.7,41.7,7.2,1.7,0.7,4.2,3.6,0.6,0.1,0.1,87.9,48.0,36.6,0.2,12.0,70.9,48.3,19.8,17.0,45.7,3.0,6.4,9.4,3189,1741,1328,7,435,2572,1752,718,617,1658,109,232,341
Z08214,10/18/13,44.00,-11.86,8.9,6.29,12.8,40.2,64,20.4,31.9,626,12.5,7.3,48.3,40.8,8.0,2.3,0.6,4.3,3.6,0.7,0.2,0.1,91.2,45.0,42.1,0.4,8.2,66.1,45.4,17.9,24.6,43.1,2.3,6.5,8.8,3312,1634,1529,15,298,2400,1649,650,893,1565,84,236,320
Z08214,11/08/13,47.00,-8.86,10.5,5.98,12.1,38.1,64,20.1,31.6,781,12.0,7.4,45.1,43.0,10.0,1.1,0.8,4.7,4.5,1.1,0.1,0.1,89.4,43.7,41.6,0.6,10.5,67.2,44.2,20.8,21.3,41.3,3.0,8.4,11.4,4036,1973,1878,27,474,3034,1996,939,962,1865,135,379,515
Z08214,11/22/13,49.00,-6.86,8.2,6.12,12.4,39.6,65,20.2,31.3,534,12.6,7.4,51.9,40.1,5.2,2.2,0.6,4.3,3.3,0.4,0.2,0.0,88.0,45.0,39.5,0.5,11.8,66.3,45.4,18.5,21.4,42.0,3.5,8.6,12.1,2894,1480,1299,16,388,2180,1493,608,704,1381,115,283,398
Z08214,12/12/13,51.86,-4.00,11.5,6.12,12.2,39.3,64,20.0,31.1,558,12.1,7.6,46.9,36.9,11.1,4.2,0.9,5.4,4.2,1.3,0.5,0.1,86.8,45.2,36.6,0.4,13.0,69.6,45.3,21.5,15.4,43.6,2.2,6.9,9.0,3683,1918,1553,17,552,2953,1922,912,653,1850,93,293,382
Z08214,01/09/14,55.86,0.00,4.0,3.96,7.9,24.5,62,19.9,32.2,954,12.9,6.8,89.0,5.0,6.0,0.0,0.0,3.6,0.2,0.2,0.0,0.0,88.6,31.5,45.8,0.8,0.7,45.1,32.2,12.3,34.5,31.1,1.5,3.6,5.1,177,63,92,2,1,90,64,25,69,62,3,7,10
Z08214,01/17/14,57.02,1.16,0.2,3.06,6.0,18.4,60,19.6,32.6,26,12.9,14.2,5.2,79.0,11.1,0.7,4.0,0.0,0.2,0.0,0.0,0.0,99.4,16.3,82.4,1.0,0.1,31.0,17.3,14.5,68.9,14.6,2.8,24.6,27.3,157,26,130,2,0,49,27,23,109,23,4,39,43
Z08214,01/24/14,58.01,2.14,0.6,3.73,7.6,23.7,64,20.4,32.2,27,11.6,7.3,5.9,33.5,49.2,1.9,9.5,0.0,0.2,0.3,0.0,0.1,90.5,44.2,51.2,1.6,0.3,73.9,45.8,29.4,23.4,42.2,3.8,13.9,17.7,182,89,103,3,1,149,92,59,47,85,8,28,36
Z08214,01/31/14,59.01,3.15,7.6,3.41,7.3,22.2,65,21.3,32.7,89,12.4,8.2,68.0,5.0,23.0,0.0,1.0,5.2,0.4,1.7,0.0,0.1,81.4,28.3,46.7,5.0,0.9,61.3,32.9,31.7,20.0,26.7,6.7,34.2,40.8,309,108,177,19,3,233,125,120,76,101,25,130,155
Z08214,02/07/14,60.01,4.15,3.6,2.53,5.5,16.5,65,21.9,33.5,58,12.1,8.2,80.0,10.0,9.0,1.0,0.0,2.9,0.4,0.3,0.0,0.0,94.1,21.1,68.8,3.2,1.8,88.4,24.3,66.8,5.1,8.3,16.3,63.7,80.0,339,76,248,12,6,318,87,240,18,30,59,229,288
Z08214,02/14/14,61.02,5.15,3.9,4.26,9.2,28.2,66,21.7,32.7,121,12.5,6.7,40.6,40.0,17.4,1.4,0.6,1.6,1.6,0.7,0.1,0.0,94.1,18.0,70.7,5.6,3.9,85.4,23.5,67.1,9.1,3.5,20.1,64.3,84.3,1468,281,1103,87,61,1332,367,1047,142,55,314,1003,1315
Z08214,02/21/14,62.00,6.14,4.1,4.74,10.3,32.0,68,21.8,32.3,175,13.7,6.8,31.6,46.4,19.9,1.6,0.5,1.3,1.9,0.8,0.1,0.0,90.6,20.0,63.7,6.6,8.6,81.4,26.6,60.9,9.2,3.5,23.2,54.8,78.0,1724,380,1212,126,164,1549,506,1159,175,67,441,1043,1484
Z08214,02/28/14,63.01,7.15,4.0,4.98,11.0,33.5,67,22.0,32.7,171,12.9,6.8,25.3,52.1,20.4,1.6,0.6,1.0,2.1,0.8,0.1,0.0,86.2,26.8,53.0,7.1,12.9,69.4,33.3,42.6,17.2,4.3,29.6,38.3,67.9,1796,559,1105,148,269,1446,694,888,358,90,617,798,1415
Z08214,03/07/14,64.01,8.14,4.2,5.32,11.4,35.5,67,21.5,32.1,177,12.8,6.8,22.0,54.8,20.9,1.6,0.7,0.9,2.3,0.9,0.1,0.0,73.1,24.6,43.6,6.1,25.9,55.0,30.7,29.9,19.7,4.3,26.5,29.0,55.5,1682,566,1003,140,596,1266,707,688,453,99,610,667,1277
Z08214,03/21/14,66.01,10.14,4.6,4.95,10.2,31.4,63,20.7,32.6,281,12.9,6.9,29.9,49.5,16.7,3.3,0.6,1.4,2.3,0.8,0.2,0.0,71.3,27.7,39.7,4.4,25.3,49.9,32.1,21.2,22.9,10.3,21.8,15.5,37.3,1624,631,904,100,576,1136,731,483,521,235,496,353,849
Z08214,03/27/14,66.85,10.99,3.3,5.49,11.2,34.5,63,20.4,32.5,346,11.8,6.4,15.5,67.5,10.9,5.5,0.6,0.5,2.2,0.4,0.2,0.0,70.0,30.9,31.6,4.5,29.5,49.2,35.0,18.2,17.8,6.5,29.0,17.0,45.9,1559,688,704,100,657,1096,780,405,396,145,646,379,1022
Z08214,04/04/14,68.00,12.14,5.9,3.79,7.1,22.5,60,18.7,31.4,370,13.7,6.0,49.2,38.2,10.1,2.0,0.5,2.9,2.3,0.6,0.1,0.0,67.7,24.4,26.0,6.1,32.0,55.3,30.5,22.0,9.9,4.4,27.5,26.2,53.7,1526,550,586,137,721,1246,687,496,223,99,620,590,1210
Z08214,04/11/14,69.00,13.14,3.4,4.37,7.7,25.3,58,17.6,30.5,447,13.5,5.9,19.5,62.5,15.3,1.9,0.8,0.7,2.1,0.5,0.1,0.0,85.1,24.6,50.7,7.7,15.1,50.9,32.2,25.9,32.2,7.2,25.2,24.6,49.8,1808,523,1077,164,321,1082,684,550,684,153,536,523,1058
Z08214,04/18/14,70.00,14.14,5.1,5.03,9.0,29.9,60,17.9,30.1,402,13.8,6.0,49.6,30.3,18.3,1.3,0.5,2.5,1.5,0.9,0.1,0.0,72.9,22.2,43.2,6.3,25.4,46.4,28.4,23.9,25.5,6.4,22.2,20.7,42.9,1127,343,668,97,393,717,439,369,394,99,343,320,663
Z08214,04/25/14,70.99,15.13,5.3,5.59,10.5,33.3,60,18.9,31.7,485,16.3,6.1,37.7,44.3,15.3,2.1,0.6,2.0,2.3,0.8,0.1,0.0,82.9,24.2,48.6,8.5,16.2,56.2,32.6,28.9,28.0,9.0,23.7,23.9,47.6,1946,568,1141,200,380,1320,765,679,657,211,556,561,1118
Z08214,05/02/14,71.99,16.13,5.6,5.16,10.0,31.2,60,19.4,32.2,464,16.1,6.0,19.2,52.1,14.8,13.5,0.4,1.1,2.9,0.8,0.8,0.0,81.6,17.6,54.9,6.9,17.3,47.7,25.5,29.2,32.8,9.6,15.0,23.1,38.1,2381,513,1602,201,505,1392,744,852,957,280,438,674,1112
Z08214,05/09/14,72.99,17.13,4.7,4.94,10.2,31.8,64,20.6,32.0,436,14.9,6.3,15.7,56.1,18.0,9.7,0.5,0.7,2.6,0.8,0.5,0.0,80.3,19.5,52.2,7.2,16.6,55.0,26.7,34.7,25.0,11.4,15.5,25.8,41.3,2117,514,1376,190,438,1450,704,915,659,301,409,680,1089
Z08214,05/16/14,73.91,18.05,4.0,4.74,10.4,31.9,67,22.0,32.7,466,14.0,6.9,22.1,53.6,17.2,6.6,0.5,0.9,2.1,0.7,0.3,0.0,73.6,18.3,51.2,6.3,23.0,43.0,24.5,24.1,33.4,10.1,14.4,25.2,39.6,1578,392,1098,135,493,922,525,517,716,217,309,540,849
Z08214,06/20/14,79.00,23.14,4.3,4.65,10.3,31.3,67,22.2,33.0,556,11.5,6.3,29.7,51.4,13.2,5.3,0.4,1.3,2.2,0.6,0.2,0.0,75.4,19.8,47.4,5.5,24.0,45.2,25.3,23.2,29.9,14.5,10.9,19.6,30.5,1666,438,1048,122,530,999,559,513,661,320,241,433,674
Z08214,06/27/14,80.00,24.13,5.7,4.90,10.7,32.7,67,21.8,32.7,495,11.1,6.7,36.9,46.5,13.9,2.3,0.4,2.1,2.7,0.8,0.1,0.0,82.9,20.6,52.8,5.6,16.3,45.9,26.2,22.7,35.8,15.9,10.5,16.9,27.4,2197,546,1399,148,432,1217,694,602,949,421,278,448,726
Z08214,07/03/14,80.86,25.00,5.4,5.14,11.0,34.7,67,21.4,31.7,493,11.4,7.0,41.2,42.4,13.3,2.7,0.4,2.2,2.3,0.7,0.1,0.0,80.8,23.8,47.9,6.1,18.2,52.1,29.9,26.0,28.2,21.8,8.2,13.5,21.7,1850,545,1097,140,417,1193,685,595,646,499,188,309,497
Z08214,07/11/14,82.00,26.14,4.7,4.94,10.7,33.4,68,21.7,32.1,404,10.9,6.7,46.4,35.3,14.3,3.3,0.7,2.2,1.7,0.7,0.2,0.0,89.1,26.6,51.1,7.3,9.6,56.4,33.9,27.8,30.8,22.1,11.9,17.0,28.9,1478,441,848,121,159,936,562,461,511,367,197,282,479
Z08214,07/18/14,83.00,27.14,5.3,4.75,10.3,31.8,67,21.7,32.5,424,11.5,7.2,29.6,49.2,17.5,3.2,0.5,1.6,2.6,0.9,0.2,0.0,89.5,8.7,78.5,3.3,7.5,41.1,11.9,31.3,50.4,9.7,2.2,28.1,30.3,2334,227,2047,86,196,1072,310,816,1314,253,57,733,790
Z08214,07/25/14,84.01,28.14,3.5,4.63,10.2,31.4,68,22.0,32.4,498,11.9,7.4,14.0,61.3,18.5,5.3,0.9,0.5,2.1,0.6,0.2,0.0,89.5,7.4,77.4,2.8,10.0,40.3,10.2,31.2,49.3,10.0,0.3,13.8,14.1,1920,159,1661,60,215,865,219,669,1058,215,6,296,303
Z08214,08/01/14,85.00,29.14,2.3,4.58,10.1,31.3,68,22.0,32.2,412,10.8,7.0,17.7,60.6,19.5,1.7,0.5,0.4,1.4,0.4,0.0,0.0,86.2,6.7,77.4,2.2,9.1,34.0,8.9,25.9,53.7,7.1,1.8,29.4,31.2,1201,93,1079,31,127,474,124,361,748,99,25,410,435
