Animal,Date,Weeks Post Infection,"Weeks Post ""Transplant""",WBC (Thou/ul),RBC (mil/ul),HGB    (G/dl),HCT        (%),MCV        (fl),MCH       (pg),MCHC (g/dL),PLT (Thou/ul),RDW (%),MPV (fl),Neut (%),Lymph (%),Mono (%),Eos (%),Baso (%),Neut (Thou/ul),Lymph (Thou/ul),Mono (Thou/ul),Eos (Thou/ul),Baso (Thou/ul),CD2+      (%),CD4+ / CD8- (%),CD8+ / CD4- (%),CD4+ / CD8+ (%),CD20+    (%),CD3+      (%),CD4+ / CD3+ (%),CD8+ / CD3+ (%),CD8+ / CD3- (%),CD4+ / CCR5-        (%),CD4+ / CCR5+     (%),CD4- / CCR5+     (%),Total CCR5+     (%),CD2+ (Cells/ul),CD4+ / CD8- (Cells/ul),CD8+ / CD4- (Cells/ul),CD4+ / CD8+ (Cells/ul),CD20+ (Cells/ul),CD3+ (Cells/ul),CD4+ / CD3+ (Cells/ul),CD8+ / CD3+ (Cells/ul),CD8+ / CD3- (Cells/ul),CD4+ / CCR5-        (Cells/ul),CD4+ / CCR5+     (Cells/ul),CD4- / CCR5+      (Cells/ul),Total CCR5+       (Cells/ul)
Z09204,05/10/13,3.89,-52.95,10.1,6.42,11.3,36.2,56,17.5,31.1,521,14.3,8.1,64.4,27.6,6.4,0.8,0.8,6.5,2.8,0.6,0.1,0.1,74.6,40.8,34.1,0.7,20.0,66.8,41.4,21.7,13.1,-,-,-,-,2080,1137,951,20,558,1862,1154,605,365,-,-,-,-
Z09204,05/17/13,4.99,-51.85,13.2,6.70,11.8,38.0,57,17.6,31.1,402,14.8,8.6,60.8,28.8,7.7,1.7,1.0,8.0,3.8,1.0,0.2,0.1,74.1,40.0,38.5,1.0,19.4,70.6,41.0,26.3,13.2,-,-,-,-,2817,1521,1464,38,738,2684,1559,1000,502,-,-,-,-
Z09204,05/24/13,5.99,-50.85,13.1,6.88,11.9,38.6,56,17.3,30.8,461,14.7,7.4,66.0,26.6,5.2,1.4,0.8,8.6,3.5,0.7,0.2,0.1,71.4,37.2,36.6,1.1,20.8,66.3,38.4,24.8,12.9,-,-,-,-,2488,1296,1275,38,725,2310,1338,864,450,-,-,-,-
Z09204,05/31/13,7.00,-49.84,14.8,6.70,11.5,37.5,56,17.2,30.7,527,14.5,8.2,34.9,41.0,8.2,14.9,1.0,5.2,6.1,1.2,2.2,0.1,74.1,38.2,39.2,1.8,21.1,70.2,40.0,28.2,12.9,-,-,-,-,4496,2318,2379,109,1280,4260,2427,1711,783,-,-,-,-
Z09204,06/07/13,7.98,-48.86,6.6,6.36,10.9,35.7,56,17.2,30.6,646,14.5,7.0,25.7,61.8,8.0,3.8,0.7,1.7,4.1,0.5,0.3,0.0,74.3,37.7,41.3,1.0,22.5,69.7,38.7,28.1,14.2,34.4,4.4,17.4,21.8,3031,1538,1685,41,918,2843,1578,1146,579,1403,179,710,889
Z09204,06/14/13,8.99,-47.85,7.7,6.38,11.1,36.4,57,17.3,30.4,416,14.8,8.3,39.8,50.1,8.7,0.7,0.7,3.1,3.9,0.7,0.1,0.1,83.5,43.6,40.6,1.4,15.3,77.8,45.0,29.9,12.1,41.7,3.3,11.4,14.8,3221,1682,1566,54,590,3001,1736,1153,467,1609,127,440,571
Z09204,06/21/13,9.99,-46.85,5.6,6.54,11.6,37.6,58,17.7,30.8,530,14.7,7.6,26.4,65.6,6.5,0.8,0.7,1.5,3.7,0.4,0.0,0.0,79.9,36.0,44.0,1.4,15.4,70.7,37.4,30.8,14.7,34.7,2.7,9.5,12.3,2935,1322,1616,51,566,2597,1374,1131,540,1275,99,349,452
Z09204,06/27/13,10.84,-46.00,6.1,6.38,11.4,36.4,57,17.9,31.3,497,14.0,7.4,35.0,55.9,7.4,1.1,0.6,2.1,3.4,0.5,0.1,0.0,81.7,42.0,40.3,1.4,15.2,75.0,43.4,28.7,13.0,40.4,3.0,9.4,12.4,2786,1432,1374,48,518,2557,1480,979,443,1378,102,321,423
Z09204,07/05/13,11.98,-44.86,11.5,6.33,11.5,36.5,58,18.2,31.6,484,13.7,7.3,66.6,23.3,8.4,0.9,0.8,7.7,2.7,1.0,0.1,0.1,77.4,40.6,35.3,1.7,12.7,70.5,42.2,25.4,11.5,36.6,5.7,11.2,16.8,2074,1088,946,46,340,1889,1131,681,308,981,153,300,450
Z09204,07/12/13,12.99,-43.85,9.6,6.55,11.8,37.8,58,18.0,31.1,643,14.3,7.8,41.2,51.4,5.7,0.9,0.8,4.0,4.9,0.5,0.1,0.1,79.5,38.7,44.1,1.5,13.6,73.5,40.2,30.7,15.0,38.1,2.2,9.1,11.2,3923,1910,2176,74,671,3627,1984,1515,740,1880,109,449,553
Z09204,07/19/13,13.98,-42.86,12.3,6.46,11.7,38.3,59,18.2,30.6,418,14.0,7.6,49.2,33.1,5.7,11.2,0.8,6.1,4.1,0.7,1.4,0.1,83.4,41.1,41.7,1.3,14.8,73.1,42.3,27.5,15.5,38.7,3.7,11.8,15.5,3395,1673,1698,53,603,2976,1722,1120,631,1576,151,480,631
Z09204,07/26/13,14.99,-41.85,10.3,6.50,12.1,38.5,59,18.5,31.3,549,13.1,7.7,40.7,34.0,5.5,19.0,0.8,4.2,3.5,0.6,2.0,0.1,84.1,45.5,36.9,1.1,15.9,74.9,46.8,25.1,12.9,41.4,5.3,14.0,19.3,2945,1593,1292,39,557,2623,1639,879,452,1450,186,490,676
Z09204,08/09/13,17.00,-39.84,10.9,6.79,12.5,40.4,59,18.4,30.9,511,13.9,8.1,47.5,36.4,5.7,9.5,0.9,5.2,4.0,0.6,1.0,0.1,80.8,43.0,39.2,1.2,16.6,74.1,44.2,26.4,13.9,41.8,2.4,7.4,9.8,3206,1706,1555,48,659,2940,1754,1047,551,1658,95,294,389
Z09204,08/23/13,18.99,-37.85,10.0,6.68,12.3,40.0,60,18.4,30.8,503,13.9,7.6,51.2,35.6,8.3,4.1,0.8,5.1,3.6,0.8,0.4,0.1,83.3,41.3,41.1,1.7,16.7,76.0,43.1,31.0,11.8,40.4,2.7,9.4,12.1,2965,1470,1463,61,595,2706,1534,1104,420,1438,96,335,431
Z09204,09/06/13,20.99,-35.85,7.2,6.54,12.0,38.3,59,18.3,31.3,335,13.4,7.6,51.1,37.7,9.5,0.9,0.8,3.7,2.7,0.7,0.1,0.1,82.9,48.1,35.3,1.6,14.4,77.2,49.6,24.9,12.0,46.4,3.2,7.6,10.9,2250,1306,958,43,391,2096,1346,676,326,1259,87,206,296
Z09204,09/20/13,22.99,-33.85,12.3,6.41,11.9,38.7,60,18.5,30.8,483,14.0,7.7,52.3,32.2,7.9,6.6,1.0,6.4,4.0,1.0,0.8,0.1,81.9,42.4,38.1,0.1,18.1,75.0,44.2,28.8,11.1,39.7,4.5,10.5,14.9,3244,1679,1509,4,717,2970,1751,1141,440,1572,178,416,590
Z09204,09/30/13,24.41,-32.43,9.8,6.31,11.5,37.6,60,18.3,30.6,565,13.7,8.1,37.9,49.0,9.6,2.6,0.9,3.7,4.8,0.9,0.3,0.1,83.6,43.9,39.8,1.5,16.4,77.1,45.2,30.0,11.3,42.7,2.7,8.0,10.7,4014,2108,1911,72,788,3702,2171,1441,543,2050,130,384,514
Z09204,10/07/13,25.40,-31.44,7.8,6.50,12.0,39.2,60,18.5,30.6,384,13.5,7.9,38.4,51.5,5.6,3.8,0.7,3.0,4.0,0.4,0.3,0.1,82.3,41.1,33.1,0.3,17.7,72.8,41.3,27.2,5.0,38.7,2.9,9.4,12.4,3306,1651,1330,12,711,2924,1659,1093,201,1555,116,378,498
Z09204,10/16/13,26.71,-30.13,10.6,6.39,11.9,38.5,60,18.6,30.8,568,13.9,7.4,53.2,38.0,6.0,1.7,1.1,5.6,4.0,0.6,0.2,0.1,80.1,44.4,33.8,1.0,18.1,75.2,45.4,26.1,8.7,42.4,3.0,8.6,11.6,3226,1788,1361,40,729,3029,1829,1051,350,1708,121,346,467
Z09204,10/25/13,27.99,-28.85,6.0,6.21,11.7,37.3,60,18.8,31.3,623,13.6,7.8,50.1,39.8,6.9,2.6,0.6,3.0,2.4,0.4,0.2,0.0,81.6,44.3,31.2,0.6,18.1,72.9,44.9,24.0,7.1,40.2,4.9,11.8,16.8,1949,1058,745,14,432,1741,1072,573,170,960,117,282,401
Z09204,11/01/13,28.99,-27.85,9.0,6.27,11.8,38.1,61,18.8,30.8,613,13.3,8.1,42.1,44.4,7.1,5.6,0.8,3.8,4.0,0.6,0.5,0.1,85.2,41.1,37.2,0.8,14.6,75.2,41.9,29.8,7.8,38.8,3.2,10.0,13.2,3405,1642,1487,32,583,3005,1674,1191,312,1550,128,400,527
Z09204,11/08/13,29.99,-26.85,8.0,6.22,11.8,37.8,61,18.9,31.1,548,13.0,7.9,48.8,40.0,6.1,4.3,0.8,3.9,3.2,0.5,0.3,0.1,83.5,43.5,32.6,0.8,16.1,74.6,44.2,26.6,6.4,41.8,2.6,7.1,9.7,2672,1392,1043,26,515,2387,1414,851,205,1338,83,227,310
Z09204,11/15/13,30.99,-25.85,6.4,6.10,11.7,37.2,61,19.1,31.4,561,13.0,8.2,37.9,46.5,5.0,10.1,0.5,2.4,3.0,0.3,0.6,0.0,82.8,43.2,32.8,0.6,16.8,74.5,43.7,26.1,7.0,41.6,2.3,7.1,9.4,2464,1286,976,18,500,2217,1301,777,208,1238,68,211,280
Z09204,11/22/13,31.99,-24.85,7.5,6.29,11.9,38.5,61,18.8,30.8,553,13.7,7.8,52.5,35.8,6.2,5.0,0.5,3.9,2.7,0.5,0.4,0.0,85.1,47.7,29.7,0.7,14.6,76.2,48.3,24.1,6.1,45.2,3.3,8.1,11.4,2285,1281,797,19,392,2046,1297,647,164,1214,89,217,306
Z09204,12/06/13,33.98,-22.86,8.3,6.40,12.2,39.4,62,19.1,31.0,558,13.6,8.1,34.1,46.4,4.2,14.6,0.7,2.8,3.9,0.3,1.2,0.1,81.3,41.6,32.5,0.6,18.2,72.2,42.1,25.8,6.8,39.7,2.6,8.7,11.2,3131,1602,1252,23,701,2781,1621,994,262,1529,100,335,431
Z09204,12/13/13,34.98,-21.85,6.8,6.45,12.1,39.2,61,18.9,31.0,552,13.2,8.2,34.3,51.4,6.6,7.2,0.5,2.3,3.5,0.4,0.5,0.0,81.6,43.7,31.2,0.7,18.0,74.4,44.3,25.5,6.0,42.2,2.5,6.9,9.4,2852,1527,1091,24,629,2600,1548,891,210,1475,87,241,329
Z09204,12/27/13,37.00,-19.84,5.3,6.34,12.1,38.5,61,19.0,31.3,466,13.1,8.3,44.5,44.2,6.7,4.0,0.6,2.4,2.3,0.4,0.2,0.0,79.8,45.6,36.5,1.0,16.2,74.2,46.6,24.5,13.0,44.1,2.5,6.4,8.8,1869,1068,855,23,380,1738,1092,574,305,1033,59,150,206
Z09204,01/03/14,37.98,-18.86,6.7,6.52,12.2,39.9,61,18.8,30.7,538,13.8,8.6,36.0,50.5,6.7,6.1,0.7,2.4,3.4,0.4,0.4,0.0,85.5,45.5,40.6,1.0,13.6,77.1,46.4,28.1,13.3,44.6,2.1,7.1,9.2,2893,1539,1374,34,460,2609,1570,951,450,1509,71,240,311
Z09204,01/10/14,38.99,-17.85,7.1,6.42,12.3,39.5,62,19.2,31.2,617,13.1,8.1,36.3,55.6,5.1,2.4,0.6,2.6,3.9,0.4,0.2,0.0,82.2,43.3,41.7,1.3,17.4,75.4,44.6,28.4,14.4,42.1,2.7,9.5,12.2,3245,1709,1646,51,687,2976,1761,1121,568,1662,107,375,482
Z09204,01/17/14,40.00,-16.84,9.0,6.24,11.8,38.4,61,18.9,30.8,476,13.6,8.1,41.3,46.0,9.2,2.8,0.7,3.7,4.1,0.8,0.3,0.1,84.0,42.7,42.2,2.1,12.8,77.3,44.8,31.2,13.1,42.8,2.0,7.1,9.1,3478,1768,1747,87,530,3200,1855,1292,542,1772,83,294,377
Z09204,01/24/14,40.99,-15.85,9.3,6.24,11.9,38.3,61,19.1,31.1,561,12.9,8.3,50.4,40.4,6.4,1.9,0.9,4.7,3.8,0.6,0.2,0.1,83.4,45.5,40.2,1.2,15.9,77.1,46.7,27.8,13.4,45.1,1.8,5.2,7.0,3134,1710,1510,45,597,2897,1755,1045,503,1694,68,195,263
Z09204,01/31/14,41.99,-14.85,7.2,6.49,12.4,39.9,61,19.1,31.1,640,13.1,7.6,36.3,52.1,6.2,4.8,0.6,2.6,3.8,0.4,0.3,0.0,79.9,40.6,40.3,1.5,16.1,71.6,41.7,27.8,14.0,37.7,4.4,12.5,16.9,2997,1523,1512,56,604,2686,1564,1043,525,1414,165,469,634
Z09204,02/07/14,42.99,-13.85,7.3,6.15,11.9,38.2,62,19.4,31.3,576,13.6,8.2,44.6,46.5,6.5,1.8,0.6,3.3,3.4,0.5,0.1,0.0,81.3,46.5,38.7,1.0,18.1,76.9,47.7,26.6,12.8,44.3,3.4,9.3,12.7,2760,1578,1314,34,614,2610,1619,903,434,1504,115,316,431
Z09204,02/21/14,44.98,-11.86,7.0,6.30,12.1,38.2,61,19.1,31.5,605,13.3,7.6,39.9,50.9,6.4,2.0,0.8,2.8,3.6,0.4,0.1,0.1,80.2,43.7,40.7,1.4,19.3,74.4,44.9,27.4,14.4,41.1,4.2,12.5,16.7,2858,1557,1450,50,688,2651,1600,976,513,1464,150,445,595
Z09204,03/07/14,46.99,-9.85,7.5,6.50,12.4,39.5,61,19.1,31.4,580,13.5,7.9,39.2,52.6,6.2,1.4,0.6,2.9,3.9,0.5,0.1,0.0,82.3,45.9,39.9,1.4,17.3,79.3,47.3,29.4,11.6,44.1,3.4,10.6,14.0,3247,1811,1574,55,682,3128,1866,1160,458,1740,134,418,552
Z09204,03/21/14,48.99,-7.85,7.0,6.57,12.4,39.5,60,19.0,31.5,235,13.7,7.7,44.1,45.8,6.4,3.0,0.7,3.1,3.2,0.4,0.2,0.0,76.8,40.3,39.1,0.9,19.3,70.9,41.2,25.4,14.6,38.7,2.4,9.2,11.7,2462,1292,1254,29,619,2273,1321,814,468,1241,77,295,375
Z09204,04/11/14,51.98,-4.86,7.6,6.74,12.9,41.0,61,19.1,31.3,358,14.1,8.2,40.5,44.9,6.6,7.4,0.6,3.1,3.4,0.5,0.6,0.0,82.3,43.2,42.2,1.4,17.3,75.5,44.5,28.9,14.4,41.8,3.1,9.7,12.8,2808,1474,1440,48,590,2576,1519,986,491,1426,106,331,437
Z09204,05/15/14,56.84,0.00,7.8,6.63,12.8,40.3,61,19.3,31.7,501,14.1,7.6,44.8,43.4,7.9,3.1,0.8,3.5,3.4,0.6,0.2,0.1,80.7,43.0,42.8,1.9,16.8,74.7,44.8,27.7,16.9,39.8,5.1,12.3,17.4,2732,1456,1449,64,569,2529,1517,938,572,1347,173,416,589
Z09204,05/23/14,57.99,1.15,8.1,6.31,12.1,38.6,61,19.2,31.5,497,14.4,7.4,44.5,40.6,7.5,6.7,0.7,3.6,3.3,0.6,0.5,0.1,80.2,42.3,40.7,2.8,16.2,73.3,45.1,27.0,16.5,39.1,6.0,14.5,20.5,2637,1391,1338,92,533,2411,1483,888,543,1286,197,477,674
Z09204,05/30/14,58.97,2.13,7.5,6.29,12.1,38.5,61,19.2,31.5,509,14.3,7.4,38.9,51.2,6.9,2.4,0.6,2.9,3.8,0.5,0.2,0.0,82.1,46.0,39.0,1.7,16.1,78.8,47.9,28.7,12.5,42.5,5.8,13.8,19.6,3153,1766,1498,65,618,3026,1839,1102,480,1632,223,530,753
Z09204,06/06/14,59.99,3.15,6.8,6.13,11.8,37.6,61,19.3,31.5,516,14.4,7.7,32.4,55.6,7.9,3.7,0.4,2.2,3.8,0.5,0.3,0.0,82.4,40.7,43.1,2.3,14.1,73.8,43.0,29.3,16.1,31.4,11.5,23.4,34.9,3115,1539,1630,87,533,2790,1626,1108,609,1187,435,885,1319
Z09204,06/13/14,60.97,4.13,10.2,6.26,12.4,39.3,63,19.7,31.5,367,13.7,8.1,55.1,32.7,10.2,1.4,0.6,5.6,3.3,1.0,0.1,0.1,84.3,47.4,37.3,1.4,15.2,78.5,48.8,26.7,12.3,43.6,5.4,11.8,17.2,2812,1581,1244,47,507,2618,1628,891,410,1454,180,394,574
Z09204,06/20/14,61.98,5.14,7.1,5.80,11.3,36.4,63,19.5,31.1,621,13.8,7.6,54.5,33.9,10.1,1.1,0.4,3.9,2.4,0.7,0.1,0.0,83.1,45.6,36.9,1.3,16.3,75.0,47.0,24.6,14.0,40.7,6.5,12.9,19.4,2000,1098,888,31,392,1805,1131,592,337,980,156,310,467
Z09204,06/27/14,62.98,6.14,5.7,5.63,11.2,35.0,62,19.9,32.0,673,13.2,7.6,34.1,56.7,8.0,0.7,0.5,1.9,3.2,0.5,0.0,0.0,81.2,43.1,38.9,1.6,18.4,74.0,44.9,26.7,14.3,38.8,6.2,13.0,19.3,2624,1393,1257,52,595,2392,1451,863,462,1254,200,420,624
Z09204,07/11/14,64.98,8.14,6.3,5.96,11.7,37.3,63,19.6,31.3,488,12.6,7.8,36.6,54.4,7.4,1.0,0.6,2.3,3.4,0.5,0.1,0.0,83.0,40.1,41.6,1.8,16.2,73.6,42.2,28.6,15.2,36.5,6.1,14.1,20.3,2845,1374,1426,62,555,2522,1446,980,521,1251,209,483,696
Z09204,07/16/14,65.70,8.86,4.3,5.76,11.3,35.2,61,19.7,32.2,458,12.3,7.7,40.6,48.9,8.8,1.2,0.5,1.7,2.1,0.4,0.1,0.0,84.7,46.7,35.8,1.7,14.8,76.4,48.5,24.9,13.0,43.7,5.1,9.5,14.5,1781,982,753,36,311,1606,1020,524,273,919,107,200,305
Z09204,07/25/14,66.99,10.15,6.7,5.89,11.5,36.4,62,19.5,31.5,509,12.5,7.8,31.3,56.1,10.1,1.7,0.8,2.1,3.8,0.7,0.1,0.1,71.6,41.0,33.7,1.9,28.2,69.2,43.0,23.9,12.2,38.2,5.0,11.4,16.4,2691,1541,1267,71,1060,2601,1616,898,459,1436,188,428,616
Z09204,08/01/14,67.98,11.14,8.5,5.99,11.6,37.0,62,19.4,31.3,456,12.6,7.9,41.1,46.9,8.9,2.3,0.8,3.5,4.0,0.8,0.2,0.1,69.4,38.9,34.6,2.3,25.5,67.5,41.1,25.3,11.6,38.8,2.3,9.0,11.4,2767,1551,1379,92,1017,2691,1638,1009,462,1547,92,359,454
Z09204,08/08/14,68.98,12.14,10.2,6.05,11.6,37.3,62,19.2,31.2,373,12.5,8.3,44.1,47.4,6.4,1.4,0.7,4.5,4.8,0.7,0.1,0.1,70.1,34.5,35.6,2.0,29.3,62.7,36.5,23.7,14.4,30.0,6.7,11.9,18.6,3389,1668,1721,97,1417,3031,1765,1146,696,1450,324,575,899
Z09204,08/15/14,69.98,13.14,6.3,6.11,11.9,37.2,61,19.5,32.1,491,12.2,7.7,28.2,60.6,8.8,1.7,0.7,1.8,3.8,0.6,0.1,0.0,59.4,33.7,34.0,1.8,37.2,56.7,35.4,19.7,16.1,31.1,4.5,10.3,14.8,2268,1287,1298,69,1420,2165,1352,752,615,1187,172,393,565
Z09204,08/22/14,70.98,14.14,5.6,5.98,11.6,36.3,61,19.5,32.1,382,12.6,8.2,24.6,62.4,7.3,4.9,0.8,1.4,3.5,0.4,0.3,0.0,68.1,34.8,33.1,1.1,31.5,61.6,35.9,20.9,13.8,33.4,2.8,8.6,11.5,2380,1216,1157,38,1101,2153,1254,730,482,1167,98,301,402
Z09204,08/29/14,71.98,15.14,7.1,6.07,11.8,37.2,61,19.5,31.9,421,12.7,7.9,24.6,67.6,6.5,0.8,0.5,1.7,4.8,0.5,0.1,0.0,66.0,33.8,35.8,1.5,33.9,62.4,35.4,23.5,14.4,31.9,3.9,10.5,14.4,3168,1622,1718,72,1627,2995,1699,1128,691,1531,187,504,691
Z09204,09/05/14,72.99,16.15,7.1,6.18,11.9,38.0,62,19.3,31.4,505,13.2,7.4,39.2,49.9,6.1,4.2,0.6,2.8,3.5,0.4,0.3,0.0,63.7,35.0,34.1,1.3,32.3,59.2,36.2,20.4,15.0,31.4,4.9,12.9,17.8,2257,1240,1208,46,1144,2097,1283,723,531,1112,174,457,631
Z09204,09/12/14,73.99,17.15,7.2,6.07,11.7,37.4,62,19.3,31.3,460,13.4,8.2,25.7,61.1,8.0,4.5,0.7,1.9,4.4,0.6,0.3,0.1,65.7,32.6,36.1,2.5,27.5,59.9,34.7,24.1,14.5,30.9,4.2,13.0,17.1,2890,1434,1588,110,1210,2635,1527,1060,638,1359,185,572,752
Z09204,09/19/14,74.98,18.14,7.1,6.28,12.0,38.6,61,19.1,31.1,485,13.6,7.6,32.4,56.6,8.3,2.1,0.6,2.3,4.0,0.6,0.1,0.0,72.4,33.7,37.0,1.8,27.3,65.8,35.6,26.3,13.0,31.5,4.3,12.2,16.5,2909,1354,1487,72,1097,2644,1431,1057,522,1266,173,490,663
Z09204,09/26/14,75.97,19.13,6.8,6.07,11.9,37.4,62,19.6,31.9,450,14.0,8.3,32.6,54.2,8.3,4.3,0.6,2.2,3.7,0.6,0.3,0.0,73.4,34.8,38.7,2.0,26.3,66.8,36.9,27.0,14.1,34.6,2.6,9.3,12.0,2705,1283,1426,74,969,2462,1360,995,520,1275,96,343,442
Z09204,10/31/14,81.00,24.16,5.3,5.66,11.1,34.8,62,19.6,31.8,293,13.3,7.6,52.8,39.9,4.0,2.3,1.0,2.8,2.1,0.2,0.1,0.1,73.9,43.0,33.7,2.0,25.2,71.8,44.9,25.4,10.3,41.9,3.0,9.6,12.7,1563,909,713,42,533,1518,950,537,218,886,63,203,269
Z09204,11/07/14,81.97,25.14,7.2,5.73,11.1,35.2,61,19.4,31.6,552,12.9,8.3,37.3,52.7,5.4,3.9,0.7,2.7,3.8,0.4,0.3,0.1,75.2,38.2,37.8,1.6,24.5,66.0,39.9,25.6,14.2,36.1,4.1,10.6,14.8,2853,1449,1434,61,930,2504,1514,971,539,1370,156,402,562
Z09204,11/14/14,82.98,26.14,7.4,6.05,11.7,37.0,61,19.3,31.6,527,13.2,8.2,39.4,49.3,8.5,2.1,0.7,2.9,3.6,0.6,0.2,0.1,77.4,37.9,39.3,2.1,18.8,67.7,39.8,26.0,15.5,33.9,6.0,16.4,22.5,2824,1383,1434,77,686,2470,1452,949,565,1237,219,598,821
Z09204,11/21/14,83.99,27.15,8.0,6.05,11.9,37.2,61,19.6,31.9,497,12.4,8.3,38.9,44.4,7.0,9.1,0.6,3.1,3.6,0.6,0.7,0.0,77.8,39.6,36.4,1.9,21.9,68.7,41.7,25.9,12.8,36.4,5.6,13.0,18.6,2763,1407,1293,67,778,2440,1481,920,455,1293,199,462,661
Z09204,12/05/14,85.99,29.15,6.5,6.45,12.5,39.0,61,19.4,32.0,421,12.5,8.2,31.3,56.8,7.1,4.0,0.8,2.0,3.7,0.5,0.3,0.1,75.3,36.2,37.1,1.6,24.3,66.4,38.0,26.7,12.4,35.1,3.3,10.2,13.5,2780,1337,1370,59,897,2451,1403,986,458,1296,122,377,498
